,Date,AAL,AAPL,AMD,AMZN,GE,KO,MARA,MELI,RCL,TSLA,^GSPC
100,2016-09-15,35.09558868408203,27.18324851989746,6.019999980926514,769.6900024414062,26.448442459106445,36.50971221923828,46.08000183105469,173.90003967285156,61.60496139526367,40.08399963378906,2147.260009765625
101,2016-09-16,34.208805084228516,27.030363082885742,6.050000190734863,778.52001953125,26.386211395263672,36.32008361816406,44.79999923706055,176.47950744628906,60.67182922363281,41.08000183105469,2139.159912109375
102,2016-09-19,34.160606384277344,26.715181350708008,6.159999847412109,775.0999755859375,26.163955688476562,36.28561782836914,45.279998779296875,178.1825714111328,59.90336608886719,41.268001556396484,2139.1201171875
103,2016-09-20,33.88107681274414,26.712825775146484,6.170000076293945,780.219970703125,26.3773250579834,36.49248123168945,44.31999969482422,178.52117919921875,62.58382797241211,40.928001403808594,2139.760009765625
104,2016-09-21,33.41840362548828,26.70812225341797,6.289999961853027,789.739990234375,26.537343978881836,36.656227111816406,44.0,185.99069213867188,62.08068084716797,41.04399871826172,2163.1201171875
105,2016-09-22,33.97746658325195,26.95979881286621,6.369999885559082,804.7000122070312,26.70625877380371,37.02684020996094,43.68000030517578,190.47239685058594,64.94410705566406,41.2859992980957,2177.179931640625
106,2016-09-23,34.266632080078125,26.510547637939453,6.550000190734863,805.75,26.572906494140625,36.83723068237305,45.119998931884766,186.3292999267578,65.85894012451172,41.4900016784668,2164.68994140625
107,2016-09-26,33.66902160644531,26.550533294677734,6.320000171661377,799.1599731445312,26.261747360229492,36.24251937866211,44.15999984741211,186.09030151367188,65.36490631103516,41.79800033569336,2146.10009765625
108,2016-09-27,34.70039749145508,26.599924087524414,6.539999961853027,816.1099853515625,26.564014434814453,36.707950592041016,44.63999938964844,186.73764038085938,68.47798919677734,41.1619987487793,2159.929931640625
109,2016-09-28,34.546165466308594,26.802207946777344,6.590000152587891,828.719970703125,26.581802368164062,36.32872009277344,43.20000076293945,186.86721801757812,68.34904479980469,41.25400161743164,2171.3701171875
110,2016-09-29,34.52688980102539,26.38588523864746,6.670000076293945,829.0499877929688,26.25286293029785,36.225276947021484,42.880001068115234,183.13943481445312,68.3858871459961,40.13999938964844,2151.1298828125
111,2016-09-30,35.288368225097656,26.590518951416016,6.909999847412109,837.3099975585938,26.332866668701172,36.47523498535156,44.959999084472656,184.36541748046875,69.03059387207031,40.805999755859375,2168.27001953125
112,2016-10-03,36.33902359008789,26.465856552124023,6.949999809265137,836.739990234375,26.350650787353516,36.225276947021484,44.47999954223633,185.5913848876953,68.68060302734375,42.7400016784668,2161.199951171875
113,2016-10-04,36.27155303955078,26.57875633239746,6.96999979019165,834.030029296875,26.226186752319336,36.061527252197266,43.040000915527344,183.9866485595703,69.27928161621094,42.28200149536133,2150.489990234375
114,2016-10-05,36.50288009643555,26.590518951416016,6.78000020980835,844.3599853515625,26.226186752319336,36.035675048828125,42.400001525878906,185.8804473876953,68.93849182128906,41.69200134277344,2159.72998046875
115,2016-10-06,36.79205322265625,26.78809356689453,6.960000038146973,841.6599731445312,26.021713256835938,35.94948196411133,39.68000030517578,185.68109130859375,68.92927551269531,40.20000076293945,2160.77001953125
116,2016-10-07,36.36793518066406,26.828075408935547,6.75,839.4299926757812,25.852798461914062,35.96672058105469,38.720001220703125,189.2095184326172,67.8701171875,39.321998596191406,2153.739990234375
117,2016-10-10,37.48605728149414,27.296154022216797,6.840000152587891,841.7100219726562,25.657211303710938,35.96672058105469,38.560001373291016,188.57162475585938,67.8885269165039,40.189998626708984,2163.659912109375
118,2016-10-11,36.82096862792969,27.35495376586914,6.5,831.0,25.710556030273438,35.80296325683594,38.08000183105469,183.86705017089844,66.61750793457031,40.02000045776367,2136.72998046875
119,2016-10-12,36.030574798583984,27.599573135375977,6.619999885559082,834.0900268554688,25.692771911621094,36.00980758666992,38.08000183105469,182.61117553710938,66.66356658935547,40.301998138427734,2139.179931640625
120,2016-10-13,37.823429107666016,27.514896392822266,6.489999771118164,829.280029296875,25.57719612121582,35.992576599121094,38.560001373291016,167.9093780517578,66.37805938720703,40.04800033569336,2132.550048828125
121,2016-10-14,37.254730224609375,27.66777992248535,6.75,822.9600219726562,25.683879852294922,35.915000915527344,39.52000045776367,166.4940185546875,64.45314025878906,39.301998138427734,2132.97998046875
122,2016-10-17,37.187252044677734,27.64896583557129,6.670000076293945,812.9500122070312,25.64832305908203,35.85466766357422,37.7599983215332,167.34124755859375,63.35709762573242,38.79199981689453,2126.5
